yearid,Level of Data,Subject,DenominatorType,District,Discode,School,Schcode,Grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore
2022,sch,sci,Regular,Kreiva Academy Public Charter School District,708,Kreiva Academy Public Charter School (H),29192,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Great Bay Charter School,709,Great Bay Charter School (H),28445,0,20 - 25,50,45,< 10 %,< 10 %,< 10 %,> 90 %,
2022,sch,mat,Regular,Great Bay Charter School,709,Great Bay Charter School (H),28445,11,20 - 25,50,45,< 10 %,< 10 %,< 10 %,> 90 %,428
2022,sch,rea,Regular,Great Bay Charter School,709,Great Bay Charter School (H),28445,0,20 - 25,20,30,50,< 10 %,50,50,
2022,sch,rea,Regular,Great Bay Charter School,709,Great Bay Charter School (H),28445,11,20 - 25,20,30,50,< 10 %,50,50,477
2022,sch,sci,Regular,Great Bay Charter School,709,Great Bay Charter School (H),28445,0,15 - 20,67,< 10 %,27,< 10 %,27,73,
2022,sch,sci,Regular,Great Bay Charter School,709,Great Bay Charter School (H),28445,11,15 - 20,67,< 10 %,27,< 10 %,27,73,1148
2022,sch,mat,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,0,35 - 40,55,26,13,< 10 %,18,82,
2022,sch,mat,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,7,44849,42,33,25,< 10 %,25,75,504
2022,sch,mat,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,8,15 - 20,50,31,< 10 %,13,19,81,542
2022,sch,rea,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,0,35 - 40,29,34,29,< 10 %,37,63,
2022,sch,rea,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,8,15 - 20,33,17,33,17,50,50,647
2022,sch,sci,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,0,15 - 20,65,< 10 %,12,18,29,71,
2022,sch,sci,Regular,Great Bay Charter School,709,Great Bay Charter School (M),28620,8,15 - 20,65,< 10 %,12,18,29,71,845
2022,sch,mat,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,0,120 - 125,14,31,38,17,55,45,
2022,sch,mat,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,3,60 - 65,< 10 %,28,43,20,63,37,438
2022,sch,mat,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,4,20 - 25,14,41,41,< 10 %,45,55,455
2022,sch,mat,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,5,15 - 20,37,26,11,26,37,63,484
2022,sch,mat,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,6,20 - 25,< 10 %,32,45,14,59,41,520
2022,sch,rea,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,0,120 - 125,28,23,38,11,50,50,
2022,sch,rea,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,3,60 - 65,32,32,27,10,37,63,574
2022,sch,rea,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,4,20 - 25,50,18,27,< 10 %,32,68,589
2022,sch,rea,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,5,15 - 20,11,11,68,11,79,21,640
2022,sch,rea,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,6,20 - 25,< 10 %,14,55,23,77,23,661
2022,sch,sci,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,0,15 - 20,21,26,42,11,53,47,
2022,sch,sci,Regular,Windham Academy Public Charter School,712,Windham Academy Public Charter School,29193,5,15 - 20,21,26,42,11,53,47,553
2022,sch,mat,Regular,Spark Academy of Advanced Technologies,714,Spark Academy of Advanced Technologies Charter School,29221,0,20 - 25,< 10 %,25,40,35,75,25,
2022,sch,mat,Regular,Spark Academy of Advanced Technologies,714,Spark Academy of Advanced Technologies Charter School,29221,11,20 - 25,< 10 %,25,40,35,75,25,590
2022,sch,rea,Regular,Spark Academy of Advanced Technologies,714,Spark Academy of Advanced Technologies Charter School,29221,0,20 - 25,< 10 %,15,55,30,85,15,
2022,sch,rea,Regular,Spark Academy of Advanced Technologies,714,Spark Academy of Advanced Technologies Charter School,29221,11,20 - 25,< 10 %,15,55,30,85,15,573
2022,sch,sci,Regular,Spark Academy of Advanced Technologies,714,Spark Academy of Advanced Technologies Charter School,29221,0,20 - 25,15,< 10 %,70,15,85,15,
2022,sch,sci,Regular,Spark Academy of Advanced Technologies,714,Spark Academy of Advanced Technologies Charter School,29221,11,20 - 25,15,< 10 %,70,15,85,15,1163
2022,sch,mat,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,0,65 - 70,49,29,18,< 10 %,22,78,
2022,sch,mat,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,3,15 - 20,38,44,19,< 10 %,19,81,415
2022,sch,mat,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,4,44849,82,< 10 %,< 10 %,< 10 %,< 10 %,> 90 %,413
2022,sch,mat,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,5,15 - 20,67,33,< 10 %,< 10 %,< 10 %,> 90 %,437
2022,sch,mat,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,0,65 - 70,41,14,36,< 10 %,45,55,
2022,sch,rea,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,3,15 - 20,75,13,< 10 %,< 10 %,13,88,539
2022,sch,rea,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,4,44849,64,< 10 %,27,< 10 %,36,64,566
2022,sch,rea,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,5,15 - 20,33,27,27,13,40,60,600
2022,sch,rea,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,0,20 - 25,46,25,21,< 10 %,29,71,
2022,sch,sci,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,5,15 - 20,47,27,20,< 10 %,27,73,545
2022,sch,sci,Regular,Northeast Woodland Chartered Public School,716,Northeast Woodland Chartered Public School,29231,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,0,55 - 60,23,36,29,13,41,59,
2022,sch,mat,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,3,44849,36,< 10 %,45,< 10 %,55,45,426
2022,sch,mat,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,5,44849,27,55,< 10 %,< 10 %,18,82,473
2022,sch,mat,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,7,44849,15,46,15,23,38,62,548
2022,sch,mat,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,0,55 - 60,21,23,34,21,55,45,
2022,sch,rea,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,3,44849,36,27,27,< 10 %,36,64,569
2022,sch,rea,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,5,44849,18,36,36,< 10 %,45,55,626
2022,sch,rea,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,7,44849,23,23,31,23,54,46,656
2022,sch,rea,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,0,15 - 20,24,18,29,29,59,41,
2022,sch,sci,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Surry Village Charter School,717,Surry Village Charter School,28515,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Ledyard Charter School,719,Ledyard Charter School,28565,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Ledyard Charter School,719,Ledyard Charter School,28565,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Ledyard Charter School,719,Ledyard Charter School,28565,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Ledyard Charter School,719,Ledyard Charter School,28565,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,0,200 - 205,35,28,18,20,37,63,
2022,sch,mat,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,3,30 - 35,26,26,21,26,47,53,432
2022,sch,mat,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,4,30 - 35,41,38,12,< 10 %,21,79,440
2022,sch,mat,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,5,30 - 35,39,36,< 10 %,15,24,76,471
2022,sch,mat,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,6,30 - 35,16,28,25,31,56,44,531
2022,sch,mat,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,7,35 - 40,42,22,17,19,36,64,533
2022,sch,mat,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,8,30 - 35,45,16,23,16,39,61,560
2022,sch,rea,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,0,200 - 205,36,24,29,11,40,60,
2022,sch,rea,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,3,30 - 35,48,15,30,< 10 %,36,64,569
2022,sch,rea,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,4,30 - 35,50,24,18,< 10 %,26,74,583
2022,sch,rea,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,5,30 - 35,24,30,27,18,45,55,615
2022,sch,rea,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,6,30 - 35,21,24,36,18,55,45,647
2022,sch,rea,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,7,35 - 40,33,25,36,< 10 %,42,58,631
2022,sch,rea,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,8,30 - 35,39,26,26,10,35,65,641
2022,sch,sci,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,0,60 - 65,45,17,25,13,38,63,
2022,sch,sci,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,5,30 - 35,39,18,27,15,42,58,549
2022,sch,sci,Regular,Strong Foundations Charter School,721,Strong Foundations Charter School,28570,8,30 - 35,52,16,23,10,32,68,848
2022,sch,mat,Regular,CSI Charter School,723,CSI Charter School,28575,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,CSI Charter School,723,CSI Charter School,28575,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,CSI Charter School,723,CSI Charter School,28575,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,CSI Charter School,723,CSI Charter School,28575,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,0,290 - 295,< 10 %,17,21,58,79,21,
2022,sch,mat,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,6,95 - 100,< 10 %,14,24,59,84,16,560
2022,sch,mat,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,7,95 - 100,< 10 %,19,22,53,76,24,587
2022,sch,mat,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,8,95 - 100,< 10 %,17,16,62,79,21,640
2022,sch,rea,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,0,290 - 295,< 10 %,15,46,35,81,19,
2022,sch,rea,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,6,95 - 100,< 10 %,< 10 %,47,41,88,12,679
2022,sch,rea,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,7,95 - 100,< 10 %,19,44,35,79,21,676
2022,sch,rea,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,8,95 - 100,< 10 %,15,47,31,78,22,689
2022,sch,sci,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,0,95 - 100,29,15,26,30,56,44,
2022,sch,sci,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (M),28580,8,95 - 100,29,15,26,30,56,44,856
2022,sch,mat,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (H),28615,0,35 - 40,< 10 %,< 10 %,37,61,> 90 %,< 10 %,
2022,sch,mat,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (H),28615,11,35 - 40,< 10 %,< 10 %,37,61,> 90 %,< 10 %,664
2022,sch,rea,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (H),28615,0,35 - 40,< 10 %,< 10 %,29,68,> 90 %,< 10 %,
2022,sch,rea,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (H),28615,11,35 - 40,< 10 %,< 10 %,29,68,> 90 %,< 10 %,639
2022,sch,sci,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (H),28615,0,35 - 40,< 10 %,< 10 %,69,28,> 90 %,< 10 %,
2022,sch,sci,Regular,Academy for Science and Design Charter School,725,Academy for Science and Design Charter (H),28615,11,35 - 40,< 10 %,< 10 %,69,28,> 90 %,< 10 %,1170
2022,sch,mat,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (H),28605,0,20 - 25,< 10 %,48,30,13,43,57,
2022,sch,mat,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (H),28605,11,20 - 25,< 10 %,48,30,13,43,57,521
2022,sch,rea,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (H),28605,0,20 - 25,< 10 %,< 10 %,57,35,> 90 %,< 10 %,
2022,sch,rea,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (H),28605,11,20 - 25,< 10 %,< 10 %,57,35,> 90 %,< 10 %,585
2022,sch,sci,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (H),28605,0,44849,17,< 10 %,67,17,83,17,
2022,sch,sci,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (H),28605,11,44849,17,< 10 %,67,17,83,17,1164
2022,sch,mat,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,0,15 - 20,16,16,32,37,68,32,
2022,sch,mat,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,0,15 - 20,< 10 %,16,37,42,79,21,
2022,sch,rea,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,7, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Virtual Learning Academy Charter School,727,Virtual Learning Academy (E),28650,8, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,0,90 - 95,26,38,23,13,37,63,
2022,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,3,20 - 25,< 10 %,38,48,10,57,43,431
2022,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,4,30 - 35,26,39,23,13,35,65,452
2022,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,5,25 - 30,38,38,< 10 %,19,23,77,472
2022,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,6,44849,33,33,25,< 10 %,33,67,499
2022,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,0,90 - 95,16,20,30,34,64,36,
2022,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,3,20 - 25,14,24,29,33,62,38,595
2022,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,4,30 - 35,26,19,16,39,55,45,614
2022,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,5,25 - 30,12,< 10 %,50,31,81,19,649
2022,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,6,44849,< 10 %,42,25,33,58,42,657
2022,sch,sci,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,0,25 - 30,42,19,23,15,38,62,
2022,sch,sci,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,5,25 - 30,42,19,23,15,38,62,550
2022,sch,mat,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,0,140 - 145,15,27,24,34,58,42,
2022,sch,mat,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,3,20 - 25,< 10 %,< 10 %,38,50,88,13,454
2022,sch,mat,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,4,20 - 25,< 10 %,23,45,32,77,23,484
2022,sch,mat,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,5,25 - 30,12,32,< 10 %,48,56,44,509
2022,sch,mat,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,6,20 - 25,< 10 %,42,29,21,50,50,526
2022,sch,mat,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,7,20 - 25,24,38,14,24,38,62,544
2022,sch,mat,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,8,25 - 30,40,20,12,28,40,60,567
2022,sch,rea,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,0,140 - 145,15,25,35,25,59,41,
2022,sch,rea,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,3,20 - 25,< 10 %,17,29,50,79,21,613
2022,sch,rea,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,4,20 - 25,14,27,23,36,59,41,622
2022,sch,rea,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,5,25 - 30,< 10 %,20,40,32,72,28,645
2022,sch,rea,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,6,25 - 30,16,32,40,12,52,48,646
2022,sch,rea,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,7,20 - 25,23,32,41,< 10 %,45,55,637
2022,sch,rea,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,8,20 - 25,29,25,33,13,46,54,653
2022,sch,sci,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,0,50 - 55,26,26,32,16,48,52,
2022,sch,sci,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,5,25 - 30,20,32,28,20,48,52,554
2022,sch,sci,Regular,The Birches Academy of Academics & Art A Public Charter Sch,731,The Birches Academy of Academics - Art A Public Charter Sch,29055,8,25 - 30,32,20,36,12,48,52,852
2022,sch,mat,Regular,Making Community Connections Charter School,733,Making Community Connections Charter School - Monadnock,29160,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Making Community Connections Charter School,733,Making Community Connections Charter School - Monadnock,29160,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Making Community Connections Charter School,733,Making Community Connections Charter School - Monadnock,29160,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,rea,Regular,Making Community Connections Charter School,733,Making Community Connections Charter School - Monadnock,29160,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Making Community Connections Charter School,733,Making Community Connections Charter School - Monadnock,29160,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,sci,Regular,Making Community Connections Charter School,733,Making Community Connections Charter School - Monadnock,29160,11, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Polaris Charter School,735,Polaris Charter School,29065,0,55 - 60,36,27,16,21,38,63,
2022,sch,mat,Regular,Polaris Charter School,735,Polaris Charter School,29065,3,44849,36,36,29,< 10 %,29,71,412
2022,sch,mat,Regular,Polaris Charter School,735,Polaris Charter School,29065,4,20 - 25,36,27,< 10 %,27,36,64,452
2022,sch,mat,Regular,Polaris Charter School,735,Polaris Charter School,29065,5,20 - 25,35,20,15,30,45,55,475
2022,sch,rea,Regular,Polaris Charter School,735,Polaris Charter School,29065,0,55 - 60,28,24,22,26,48,52,
2022,sch,rea,Regular,Polaris Charter School,735,Polaris Charter School,29065,3,15 - 20,44,31,< 10 %,19,25,75,564
2022,sch,rea,Regular,Polaris Charter School,735,Polaris Charter School,29065,4,20 - 25,23,23,27,27,55,45,609
2022,sch,rea,Regular,Polaris Charter School,735,Polaris Charter School,29065,5,20 - 25,20,20,30,30,60,40,628
2022,sch,sci,Regular,Polaris Charter School,735,Polaris Charter School,29065,0,15 - 20,42,16,32,11,42,58,
2022,sch,sci,Regular,Polaris Charter School,735,Polaris Charter School,29065,5,15 - 20,42,16,32,11,42,58,547
2022,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School (E),29070,0,20 - 25,21,25,33,21,54,46,
2022,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School (E),29070,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School (E),29070,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School (E),29070,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
2022,sch,mat,Regular,Robert Frost Charter School,737,Robert Frost Charter School (E),29070,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11
